id,family_id,split,style,question,intent,skill,entities,expected_action,backend_sources,response_strategy,must_do,must_not,clarification_question,notes
NORES_001-14,NORES_001,train,slang,dieu hoa 24000 btu inverter dưới 5 triệu,NO_RESULTS,,"{""constraints"": ""extract_all""}",SEARCH_THEN_NEAREST_ALTERNATIVES,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",NO_RESULT_WITH_NEAR_MATCHES,"[""State no exact match, then relax one constraint at a time and label alternatives clearly.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not silently violate hard constraints.""]",,
UNKNOWN_001-01,UNKNOWN_001,test,natural,Mẫu này bán được bao nhiêu chiếc toàn quốc?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-02,UNKNOWN_001,test,no_accent,Mau nay ban duoc bao nhieu chiec toan quoc?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-03,UNKNOWN_001,test,slang,mẫu này bán dc bn chiếc toàn quốc?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-04,UNKNOWN_001,test,natural,Sản phẩm này đứng top mấy ở Việt Nam?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-05,UNKNOWN_001,test,no_accent,San pham nay dung top may o Viet Nam?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-06,UNKNOWN_001,test,natural,Bao nhiêu phần trăm khách hàng hài lòng với model này?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-07,UNKNOWN_001,test,no_accent,Bao nhieu phan tram khach hang hai long voi model nay?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-08,UNKNOWN_001,test,slang,bn phần trăm khách hàng hài lòng với model này?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-09,UNKNOWN_001,test,natural,Mẫu này có phải bán chạy nhất thị trường không?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-10,UNKNOWN_001,test,no_accent,Mau nay co phai ban chay nhat thi truong khong?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-11,UNKNOWN_001,test,slang,mẫu này có phải bán chạy nhất thị trường ko?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-12,UNKNOWN_001,test,natural,Hãng này có thị phần bao nhiêu phần trăm?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-13,UNKNOWN_001,test,no_accent,Hang nay co thi phan bao nhieu phan tram?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
UNKNOWN_001-14,UNKNOWN_001,test,slang,hãng này có thị phần bn phần trăm?,UNKNOWN_DATA,,"{""metric"": ""extract"", ""product_or_brand"": ""resolve_if_present""}",ANSWER_ONLY_IF_VERIFIED_METRIC_EXISTS,"[""ANALYTICS"", ""EXTERNAL_VERIFIED_DATA_IF_CONFIGURED""]",TRANSPARENT_LIMITATION,"[""Say the metric cannot be verified when the system has no source.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
HANDOFF_001-01,HANDOFF_001,train,natural,Cho tôi gặp nhân viên tư vấn,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-02,HANDOFF_001,train,no_accent,Cho toi gap nhan vien tu van,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-03,HANDOFF_001,train,slang,cho tôi gặp nhân viên tu van,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-04,HANDOFF_001,train,natural,Tôi muốn deal giá trực tiếp,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-05,HANDOFF_001,train,no_accent,Toi muon deal gia truc tiep,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-06,HANDOFF_001,train,slang,tôi muốn deal gia trực tiếp,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-07,HANDOFF_001,train,natural,Tôi cần khiếu nại,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-08,HANDOFF_001,train,no_accent,Toi can khieu nai,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-09,HANDOFF_001,train,natural,Cho tôi gặp bộ phận bảo hành,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-10,HANDOFF_001,train,no_accent,Cho toi gap bo phan bao hanh,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-11,HANDOFF_001,train,natural,Tôi cần tư vấn dự án lớn,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-12,HANDOFF_001,train,no_accent,Toi can tu van du an lon,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
HANDOFF_001-13,HANDOFF_001,train,slang,tôi cần tu van dự án lớn,HUMAN_HANDOFF,,"{""reason"": ""extract""}",HANDOFF_TO_HUMAN,"[""CRM_OR_CONTACT_SERVICE""]",HANDOFF,"[""Preserve a concise conversation summary for staff when authenticated/allowed.""]","[""Do not pretend a human is connected if no handoff channel exists.""]",,
OOS_001-01,OOS_001,train,natural,Dự báo thời tiết ngày mai,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-02,OOS_001,train,no_accent,Du bao thoi tiet ngay mai,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-03,OOS_001,train,natural,Viết code Python cho tôi,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-04,OOS_001,train,no_accent,Viet code Python cho toi,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-05,OOS_001,train,natural,Kể một câu chuyện,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-06,OOS_001,train,no_accent,Ke mot cau chuyen,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-07,OOS_001,train,natural,Giá vàng hôm nay bao nhiêu?,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-08,OOS_001,train,no_accent,Gia vang hom nay bao nhieu?,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-09,OOS_001,train,slang,gia vàng hôm nay bn?,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-10,OOS_001,train,natural,Soạn email xin nghỉ phép,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
OOS_001-11,OOS_001,train,no_accent,Soan email xin nghi phep,OUT_OF_SCOPE,,{},REDIRECT_TO_COMMERCE_SCOPE,[],SHORT_REDIRECT,"[""Briefly state store-assistant scope and redirect to product-shopping help.""]","[""Do not spend tokens solving unrelated tasks.""]",,
DRYER_001-01,DRYER_001,validation,natural,Nhà 4 người nên mua máy sấy bao nhiêu kg?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-02,DRYER_001,validation,no_accent,Nha 4 nguoi nen mua may say bao nhieu kg?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-03,DRYER_001,validation,slang,nhà 4 người nên mua máy sấy bn kg?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-04,DRYER_001,validation,natural,Máy sấy bơm nhiệt có đáng tiền không?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-05,DRYER_001,validation,no_accent,May say bom nhiet co dang tien khong?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-06,DRYER_001,validation,slang,máy sấy bơm nhiệt có đáng tiền ko?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-07,DRYER_001,validation,natural,Tôi muốn máy sấy tiết kiệm điện và ít nhăn,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-08,DRYER_001,validation,no_accent,Toi muon may say tiet kiem dien va it nhan,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-09,DRYER_001,validation,natural,Máy sấy nào phù hợp đặt chồng lên máy giặt?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-10,DRYER_001,validation,no_accent,May say nao phu hop dat chong len may giat?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-11,DRYER_001,validation,slang,máy sấy nào phù hợp đặt chồng lên may giat?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-12,DRYER_001,validation,natural,Máy sấy dưới 20 triệu loại nào hợp gia đình 5 người?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DRYER_001-13,DRYER_001,validation,no_accent,May say duoi 20 trieu loai nao hop gia dinh 5 nguoi?,DRYER_ADVICE,DRYER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""priorities"": ""extract""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Use capacity/compatibility/features from verified data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-01,DISH_001,train,natural,Nhà 4 người dùng máy rửa bát bao nhiêu bộ?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-02,DISH_001,train,no_accent,Nha 4 nguoi dung may rua bat bao nhieu bo?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-03,DISH_001,train,slang,nhà 4 người dùng máy rửa bát bn bộ?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-04,DISH_001,train,natural,Bếp nhỏ nên mua máy rửa bát âm hay độc lập?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-05,DISH_001,train,no_accent,Bep nho nen mua may rua bat am hay doc lap?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-06,DISH_001,train,natural,Máy rửa bát nào sấy khô tốt?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-07,DISH_001,train,no_accent,May rua bat nao say kho tot?,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
DISH_001-08,DISH_001,train,natural,Tôi cần máy rửa bát dưới 15 triệu,DISHWASHER_ADVICE,DISHWASHER_ADVISOR,"{""people"": ""extract_if_present"", ""budget"": ""extract_if_present"", ""installation"": ""extract_if_present""}",EXTRACT_REQUIREMENTS_AND_FILTER,"[""PRODUCT_DB"", ""KNOWLEDGE_DB"", ""SKILL_RULES""]",ADVICE_WITH_PRODUCTS,"[""Map household/load/installation constraints to product attributes.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
